repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
silevis/reactgrid,fe9a57a6027d3f3ed8f20573f1d4fb17,Cypress,148,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
payloadcms/payload,6f8d0781fd82c6211b5e0347c38eb20e,Playwright,1408,"expect(async () => {
        await page.reload()

        const exportFilename = page.locator('.file-details__main-detail')
        await expect(exportFilename).toBeVisible()
        await expect(expo","expect(async () => {
        await page.reload()

        const exportFilename = page.locator('.file-details__main-detail')
        await expect(exportFilename).toBeVisible()
        await expect(exportFilename).toContainText('.csv')
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
        await page.reload()

        const exportFilename = page.locator('.file-details__main-detail')
        await expect(exportFilename).toBeVisible()
        await expect(exportFilename).toContainText('.csv')
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",false,,,
appsmithorg/appsmith,d285da095b12528a591a10cd5b10fdfa,Cypress,215,cy.location().should,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",false,,,
pinterest/gestalt,e514c001b3344674bb4cdb49edcc19a3,Playwright,13,"page
    .waitForFunction","page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",false,,,
JetBrains/kotlin-web-site,e4f638a4bc3fe63371b5eb0ae68a819a,Playwright,44,context.waitForEvent,context.waitForEvent('page'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,context.waitForEvent('page'),false,,,
mattermost/mattermost,6703ac08beae192f0862f58f11e62f51,Cypress,98,cy.wait,cy.wait(TIMEOUTS.ONE_SEC),fixed_delay,time,hook,True,constant_or_expression,wait_api,constant_or_expression,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(TIMEOUTS.ONE_SEC),false,,,
openobserve/openobserve,72ec150d9b7fdb5e29165115f0bef2a5,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
super-productivity/super-productivity,773bc7631c6b5e446fc3195a147e97cd,Playwright,985,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_EXTENDED),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_EXTENDED),false,,,
openobserve/openobserve,0d081435a10e57df36c651473c6f23d8,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
openobserve/openobserve,e5f46c5299797e9b963682db5c69e0e6,Playwright,15,page.waitForResponse,"page.waitForResponse(
      (response) =>
        response.url().includes(""/auth/login"") && response.status() === 200
    )",network_wait,network,hook,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) =>
        response.url().includes(""/auth/login"") && response.status() === 200
    )",false,,,
openobserve/openobserve,2ddf5eb06b59f745a6e50d02aa2a3c08,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
surveyjs/survey-library,bc9b2afd7990db19710c3bec8382bdfb,Playwright,150,page.waitForFunction,"page.waitForFunction(() => (window as any).__surveyStylesLoaded === true, { timeout: 5000 })",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(() => (window as any).__surveyStylesLoaded === true, { timeout: 5000 })",false,,,
openobserve/openobserve,9d40ed23535be15aa1aac7729d8379cb,Playwright,54,"page
    .waitForFunction","page
    .waitForFunction(
      () => document.querySelectorAll('[role=""option""]').length > 0,
      { timeout: isVariable ? 8000 : 10000, polling: 100 }
    )",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      () => document.querySelectorAll('[role=""option""]').length > 0,
      { timeout: isVariable ? 8000 : 10000, polling: 100 }
    )",false,,,
super-productivity/super-productivity,6fe8a6f194ef7c5df20050b9282d0f49,Playwright,123,page.waitForSelector,"page.waitForSelector('plugin-management', {
      state: 'attached',
      timeout: 10000,
    })",element_state_wait,element,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForSelector('plugin-management', {
      state: 'attached',
      timeout: 10000,
    })",false,,,
mattermost/mattermost,ff5116506d0995a6f2c459203d52e1e0,Cypress,563,cy.findAllByTestId('emoji_picker_preview').eq(0).should,cy.findAllByTestId('emoji_picker_preview').eq(0).should('exist'),assertion_retry_wait,assertion,helper,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.findAllByTestId('emoji_picker_preview').eq(0).should('exist'),false,,,
activist-org/activist,6a0c7bf60626d7f575461e9205330f7b,Playwright,697,"firstOptionRow
        .waitFor","firstOptionRow
        .waitFor({ state: ""visible"", timeout: 15000 })",element_state_wait,element,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"firstOptionRow
        .waitFor({ state: ""visible"", timeout: 15000 })",false,,,
cloudtogo/pageplug,5f35e4fb30bd69e462a16334147bd893,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
live-codes/livecodes,2f35a2e7765ef9389fb2c43812a151fa,Playwright,16,page.waitForSelector,"page.waitForSelector('iframe[name=""app""]')",element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForSelector('iframe[name=""app""]')",false,,,
mattermost/mattermost,d9d549296bfebf7383099dab1978534d,Cypress,45,cy.wait,cy.wait(TIMEOUTS.ONE_SEC),fixed_delay,time,helper,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(TIMEOUTS.ONE_SEC),false,,,
cloudtogo/pageplug,6d23b0cf6082052f5ff6db0ee5c96213,Cypress,76,cy.wait,"cy.wait(""@getWorkspace"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getWorkspace"")",false,,,
xyflow/xyflow,c81a8007ff8ce08a8ca070898415f96d,Cypress,11,"elementToDrag
        .trigger('mousedown', { view: window, force: true })
        .trigger('mousemove', nextX, nextY, { force: true })
        .wait","elementToDrag
        .trigger('mousedown', { view: window, force: true })
        .trigger('mousemove', nextX, nextY, { force: true })
        .wait(50)",fixed_delay,time,helper,True,literal_ms,wait_api,literal_ms,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"elementToDrag
        .trigger('mousedown', { view: window, force: true })
        .trigger('mousemove', nextX, nextY, { force: true })
        .wait(50)",false,,,
activist-org/activist,6a0c7bf60626d7f575461e9205330f7b,Playwright,728,page.waitForResponse,"page.waitForResponse(isPostCreateEventResponse, {
        timeout: 30000,
      })",network_wait,network,test_body,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(isPostCreateEventResponse, {
        timeout: 30000,
      })",false,,,
microsoft/fast,e2d83fecae483f954f4673c725f931c5,Playwright,51,page.waitForFunction,"page.waitForFunction(
            () => (window as any).hydrationCompleted === true,
        )",predicate_or_custom_condition,predicate,test_body,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(
            () => (window as any).hydrationCompleted === true,
        )",false,,,
Stirling-Tools/Stirling-PDF,f7d66d61dd8f5b5cb744555ab94cbe79,Playwright,131,"context
        .waitForEvent","context
        .waitForEvent(""page"", { timeout: 10000 })",event_wait,event,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"context
        .waitForEvent(""page"", { timeout: 10000 })",false,,,
activist-org/activist,dc5ff149e9c9e804fd1e270c2bf492b5,Playwright,10,expect(organizationsHomePage.heading).toHaveText,"expect(organizationsHomePage.heading).toHaveText(
    getEnglishText(""i18n.pages.organizations.index.header_title"")
  )",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(organizationsHomePage.heading).toHaveText(
    getEnglishText(""i18n.pages.organizations.index.header_title"")
  )",false,,,
BuilderIO/builder,a2fcb86c382897a5cda431ee2923f8ab,Playwright,68,cy.wait,cy.wait(customerChangeMyPasswordRequest),unresolved_custom_wait,,test_body,False,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(customerChangeMyPasswordRequest),false,,,
tinacms/tinacms,a99adb739f3b96efee2b0fc9e0516fa5,Playwright,20,"errorClose
      .first()
      .waitFor","errorClose
      .first()
      .waitFor({ state: 'hidden', timeout: 1000 })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"errorClose
      .first()
      .waitFor({ state: 'hidden', timeout: 1000 })",false,,,
openobserve/openobserve,3f95d2cb4001a10c48ef10218f52b45a,Playwright,69,page.waitForResponse,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",false,,,
super-productivity/super-productivity,6fe8a6f194ef7c5df20050b9282d0f49,Playwright,337,"page
    .waitForFunction","page
    .waitForFunction(
      (name) => {
        const cards = Array.from(document.querySelectorAll('plugin-management mat-card'));
        const targetCard = cards.find((card) => {
          const title = card.querySelector('mat-card-title')?.textContent || '';
          return title.includes(name);
        });
        return !!targetCard;
      },
      pluginName,
      { timeout: timeout /...",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      (name) => {
        const cards = Array.from(document.querySelectorAll('plugin-management mat-card'));
        const targetCard = cards.find((card) => {
          const title = card.querySelector('mat-card-title')?.textContent || '';
          return title.includes(name);
        });
        return !!targetCard;
      },
      pluginName,
      { timeout: timeout /...",false,,,
payloadcms/payload,04f9f3da0d3cc53663caa794717c8111,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
silevis/reactgrid,9f01286c73f8908c5f333af31923b59b,Cypress,26,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
jhipster/jhipster-sample-app,4ec556588cc60718b083153337b7cd15,Cypress,135,cy.wait,cy.wait('@entitiesRequest'),network_wait,network,test_body,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait('@entitiesRequest'),false,,,
openobserve/openobserve,1817d91ddc5ba37391727a8a7d75361e,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
appsmithorg/appsmith,3521ed056a9f944d865e18e30d1e46c3,Cypress,224,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
appsmithorg/appsmith,99713cf27c8645471d2917cce14d239f,Cypress,986,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
usablica/intro.js,3b15cba0fe845736196bad47c70d7ffd,Cypress,102,cy.wait,cy.wait(500),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(500),false,,,
super-productivity/super-productivity,773bc7631c6b5e446fc3195a147e97cd,Playwright,997,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_STANDARD),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_STANDARD),false,,,
BuilderIO/builder,15fda3365e904f6bcb7ee8edd0bd1730,Playwright,36,page.waitForEvent,"page.waitForEvent(
    'console',
    msg => msg.text().includes(GEN2_SDK_LOADED_MSG) || msg.text().includes(GEN1_SDK_LOADED_MSG)
  )",event_wait,event,helper,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForEvent(
    'console',
    msg => msg.text().includes(GEN2_SDK_LOADED_MSG) || msg.text().includes(GEN1_SDK_LOADED_MSG)
  )",false,,,
super-productivity/super-productivity,89509a9ea2745e06bdafcb7c1cdc0b1e,Playwright,163,page.waitForLoadState,page.waitForLoadState('networkidle'),navigation_or_load_wait,navigation,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForLoadState('networkidle'),false,,,
openobserve/openobserve,2234f8a8e72ac78a03d1d3c8017f2ab5,Playwright,221,cleanupPage.waitForLoadState,cleanupPage.waitForLoadState('networkidle'),navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cleanupPage.waitForLoadState('networkidle'),false,,,
payloadcms/payload,945b625f28fd0f2c4095bfb952bba115,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
midas-research/audino,c676406abba321670aa575106e8e5878,Cypress,88,cy.get('.cvat-brush-tools-toolbox').should('exist').and,cy.get('.cvat-brush-tools-toolbox').should('exist').and('be.visible'),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('.cvat-brush-tools-toolbox').should('exist').and('be.visible'),false,,,
openobserve/openobserve,27de257448691ee5f764c61572d7114c,Playwright,223,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 10000 })",navigation_or_load_wait,navigation,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 10000 })",false,,,
bbc/simorgh,5935994f5b83ab9211a28d951d9683f0,Cypress,275,cy.wait,cy.wait(requestAlias),unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(requestAlias),false,,,
openobserve/openobserve,c73e3df273f2ac1ec120d86d874ea718,Playwright,21,page.waitForResponse,"page.waitForResponse(
        (response) =>
          /\/api\/.*\/dashboards/.test(response.url()) &&
          response.status() === 200,
        { timeout: 30000 }
      )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
        (response) =>
          /\/api\/.*\/dashboards/.test(response.url()) &&
          response.status() === 200,
        { timeout: 30000 }
      )",false,,,
uber/baseweb,41695c94c746d0972b24ce84566bfb5f,Playwright,61,page.waitForSelector,page.waitForSelector(selectors.input),element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForSelector(selectors.input),false,,,
payloadcms/payload,f45b0a15e415462bba33bb578ed45c9e,Playwright,617,"expect(() =>
      expect(frame.locator(renderedPageTitleLocator)).toHaveText(`For Testing: ${newTitleValue}`),
    ).toPass","expect(() =>
      expect(frame.locator(renderedPageTitleLocator)).toHaveText(`For Testing: ${newTitleValue}`),
    ).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() =>
      expect(frame.locator(renderedPageTitleLocator)).toHaveText(`For Testing: ${newTitleValue}`),
    ).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",false,,,
BuilderIO/builder,8427eae245b130f64b01ce3e3706188e,Playwright,46,cy.wait,cy.wait(customerUpdateMeRequest),unresolved_custom_wait,,test_body,False,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(customerUpdateMeRequest),false,,,
mattermost/mattermost,2266cf97d814a865308d19ee6a51b14b,Cypress,55,cy.uiGetPostTextBox().type(firstMessage).type('{enter}').wait,cy.uiGetPostTextBox().type(firstMessage).type('{enter}').wait(TIMEOUTS.HALF_SEC),fixed_delay,time,hook,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.uiGetPostTextBox().type(firstMessage).type('{enter}').wait(TIMEOUTS.HALF_SEC),false,,,
mattermost/mattermost,e17fb939330989bda6507c3ca648a7d8,Cypress,41,cy.wait,cy.wait(TIMEOUTS.ONE_SEC),fixed_delay,time,hook,True,constant_or_expression,wait_api,constant_or_expression,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(TIMEOUTS.ONE_SEC),false,,,
deltachat/deltachat-desktop,0e5167d28457548f0567f98441cc0e74,Playwright,473,expect(page.getByRole('dialog')).toBeVisible,expect(page.getByRole('dialog')).toBeVisible(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(page.getByRole('dialog')).toBeVisible(),false,,,
linode/manager,42847ddfe93e4f66785432523e03f993,Cypress,416,cy.wait,cy.wait(Array(4).fill('@getMetrics')),network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_fill_alias,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(Array(4).fill('@getMetrics')),false,,,
dyrector-io/dyrectorio,17b98bf9add16b68aba5ac48ff86fe95,Playwright,358,page.waitForSelector,"page.waitForSelector('h2:text-is(""Image config"")')",element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForSelector('h2:text-is(""Image config"")')",false,,,
super-productivity/super-productivity,90b139d73d401ae8f8c76103280338e4,Playwright,355,page.waitForTimeout,page.waitForTimeout(isFull ? 2740 : isShorts ? 1940 : 2240),fixed_delay,time,test_body,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(isFull ? 2740 : isShorts ? 1940 : 2240),false,,,
linode/manager,793e62b1c50a7294a603aa45fcf14925,Cypress,133,cy.wait,"cy.wait(['@deleteKey', '@getKeys'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@deleteKey', '@getKeys'])",false,,,
openobserve/openobserve,32d77745bf95e35c9bc2ba469eb96d6d,Playwright,174,option.waitFor,"option.waitFor({ state: ""visible"", timeout: 3000 })",element_state_wait,element,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"option.waitFor({ state: ""visible"", timeout: 3000 })",false,,,
otterscan/otterscan,7d2bee191e859dc51aedf3c8ecc1cf17,Cypress,92,tx.wait,tx.wait(),unresolved_custom_wait,,hook,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,tx.wait(),false,,,
payloadcms/payload,95874e9d26cef99e40e5cbed79a73ee2,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
openobserve/openobserve,417bbacacaf93ed989fcf72b4a2a139f,Playwright,32,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 10000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 10000 })",false,,,
mattermost/mattermost,688bad1579672b94a3d143f9b6451bc8,Cypress,65,cy.get('#postListContent').should,cy.get('#postListContent').should('be.visible'),assertion_retry_wait,assertion,helper,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('#postListContent').should('be.visible'),false,,,
cloudtogo/pageplug,2adb72a0d6896ffeb5574f081ba4f381,Cypress,947,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
