repo,test_id,framework,line,name,raw_code,abstraction_kind,interaction_ownership,reuse_scope,workflow_evidence_basis,manual_abstraction_kind_ok,manual_abstraction_kind_should_be,manual_workflow_evidence_ok,manual_workflow_evidence_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
runtipi/runtipi,1b7344fac94f4f5819e2a15243c50e82,Playwright,20,page.goto,page.goto('/login'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto('/login'),false,,,
invoicerr-app/invoicerr,8884bddae8774432096c99a67b6f3c19,Cypress,80,cy.login,cy.login(),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.login(),false,,,
appsmithorg/appsmith,cb8ed3a81675878204cdcde63af6615e,Cypress,129,cy.readTableV2dataPublish,"cy.readTableV2dataPublish(""2"", ""1"")",domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.readTableV2dataPublish(""2"", ""1"")",false,,,
appsmithorg/appsmith,f4b2093048cd9eac8e009f0c4b35eddc,Cypress,44,_.agHelper.GetNClick,"_.agHelper.GetNClick(homePage.workspaceSettingOption, 0)",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"_.agHelper.GetNClick(homePage.workspaceSettingOption, 0)",false,,,
appsmithorg/appsmith,9436ffcfa9997b28ba12051d735b0381,Cypress,55,cy.LoginFromAPI,"cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""))",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.LoginFromAPI(Cypress.env(""USERNAME""), Cypress.env(""PASSWORD""))",false,,,
mattermost/mattermost,c59c4714a03bfcf1ea1f45be8ab986e1,Cypress,233,cy.apiCreateTeam,"cy.apiCreateTeam(DEFAULT_TEAM.name, DEFAULT_TEAM.display_name, 'O', false)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiCreateTeam(DEFAULT_TEAM.name, DEFAULT_TEAM.display_name, 'O', false)",false,,,
microsoft/fluentui,e019db0cb6bbd029d8c006af6d9f806b,Playwright,89,test.step,"test.step('should set the `rel` property and attribute on the internal anchor element', async () => {
      const anchor = element.locator('a');

      await expect(anchor).toHaveAttribute('rel', 'external');
    })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step('should set the `rel` property and attribute on the internal anchor element', async () => {
      const anchor = element.locator('a');

      await expect(anchor).toHaveAttribute('rel', 'external');
    })",false,,,
sheinsight/shineout,77350891528baad1a512646d3f00b3f2,Cypress,9,cy.get(selector).trigger,cy.get(selector).trigger('click'),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(selector).trigger('click'),false,,,
appsmithorg/appsmith,f8b3bab47b1e1df33ded27a612d154de,Cypress,151,_.gitSync.CreateGitBranch,"_.gitSync.CreateGitBranch(tempBranch1, true)",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"_.gitSync.CreateGitBranch(tempBranch1, true)",false,,,
appsmithorg/appsmith,e9dfa8b59b584e10b7f3b60faf0b8683,Cypress,429,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.UI),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.UI),false,,,
mattermost/mattermost,3ec7bf0a346286946850f77bc0141f32,Cypress,443,cy.apiSaveOnboardingPreference,"cy.apiSaveOnboardingPreference(createdUser.id, 'hide', 'true')",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveOnboardingPreference(createdUser.id, 'hide', 'true')",false,,,
SonicJs-Org/sonicjs,9dadfc3a9be807833cbf8ceebc7c1e5b,Playwright,364,page.locator,page.locator('#form-response .bg-green-100'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('#form-response .bg-green-100'),false,,,
ONEARMY/community-platform,696ef64a0d8706074bfc9aee835e1122,Cypress,191,cy.step,cy.step('Updated settings display on contact tab'),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.step('Updated settings display on contact tab'),false,,,
payloadcms/payload,4f06a82d5cc414ce55a44c03deeb7548,Playwright,1995,user2Page.locator,user2Page.locator('#field-globalText'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-globalText'),false,,,
super-productivity/super-productivity,46dd415dee0e6f5a76d30f09dd5ce4ef,Playwright,200,page.locator,"page.locator('mat-dialog-container', {
      hasText: 'Conflicting Data',
    })",framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.locator('mat-dialog-container', {
      hasText: 'Conflicting Data',
    })",false,,,
appsmithorg/appsmith,bf5c780a3e512c17829645cc9e34a0b3,Cypress,955,cy.get,cy.get(welcomePage.password),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.password),false,,,
cloudtogo/pageplug,52bb78614be3eaf298aa494bdeaafc7a,Cypress,100,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.Queries),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.Queries),false,,,
webiny/webiny-js,e6f21c04181b8d958a545ac9da5cc8f5,Cypress,57,cy.securityReadRole,"cy.securityReadRole({ slug: ""anonymous"" })",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.securityReadRole({ slug: ""anonymous"" })",false,,,
mattermost/mattermost,5caa6b14affeb717db177efc124b7a77,Cypress,241,cy.apiGetChannelsForUser,"cy.apiGetChannelsForUser('me', defaultTeam.id)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiGetChannelsForUser('me', defaultTeam.id)",false,,,
nrwl/nx-examples,0b5fecf47fbce6496567a832ee676fcc,Cypress,13,getPage,getPage(),page_object,page_object_method,page_object_library,callee_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,getPage(),false,,,
payloadcms/payload,4319da96b2a0f0c20fba4dbecf6207af,Playwright,1643,user2Page.locator,user2Page.locator('#field-fieldA'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-fieldA'),false,,,
payloadcms/payload,f7ffa006ee57606157f1ff0b34009c74,Playwright,329,page.locator,"page.locator('[data-form-ready=""false""]')",framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.locator('[data-form-ready=""false""]')",false,,,
facebook/lexical,a9c3cfc3256135d6ea993c19e2a26ae7,Playwright,144,page.goto,page.goto(url),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto(url),false,,,
cloudtogo/pageplug,1bfbf905a20c8dc686529dfc3cc4337e,Cypress,51,cy.testJsontext,"cy.testJsontext(""label"", ""{{[]}}"")",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.testJsontext(""label"", ""{{[]}}"")",false,,,
SonicJs-Org/sonicjs,04fc17001220be428214217908a3a660,Playwright,391,page.goto,page.goto('/admin'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto('/admin'),false,,,
appsmithorg/appsmith,efadbd665a02c39dcbefed2502000a3d,Cypress,990,expect(interception.request.body).contains,"expect(interception.request.body).contains(""signupForNewsletter=true"")",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"expect(interception.request.body).contains(""signupForNewsletter=true"")",false,,,
eigenpal/docx-editor,fa5e02110f48bb444c86749c345e6e1a,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
appsmithorg/appsmith,f18586c33920be3e38ed15a015f9341a,Cypress,130,cy.updateCodeInput,"cy.updateCodeInput(
        "".t--property-control-text"",
        `{{SingleSelectTree1.selectedOptionValue}}`,
      )",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.updateCodeInput(
        "".t--property-control-text"",
        `{{SingleSelectTree1.selectedOptionValue}}`,
      )",false,,,
cloudtogo/pageplug,93cfc0bf38a9baf07cbc0fb55c0b904c,Cypress,226,cy.saveTableCellValue,"cy.saveTableCellValue(0, 0)",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.saveTableCellValue(0, 0)",false,,,
appsmithorg/appsmith,42e1e669b0adacf79cdf2832d1971a88,Cypress,586,agHelper.GetNClick,agHelper.GetNClick(propPane._actionSelectorPopupClose),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,agHelper.GetNClick(propPane._actionSelectorPopupClose),false,,,
ONEARMY/community-platform,2e419d9f67346bf8cca1cc15b58b176e,Cypress,257,cy.step,cy.step('Delete button should be visible to research author'),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.step('Delete button should be visible to research author'),false,,,
ONEARMY/community-platform,47ca5c12b5cbcfb58a6a3606c7880565,Cypress,302,cy.step,cy.step('Access the create project'),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.step('Access the create project'),false,,,
appsmithorg/appsmith,8d5143845cef8f26ce2b02108b804ac1,Cypress,102,locators._widgetInDeployed,locators._widgetInDeployed(draggableWidgets.BUTTON),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,locators._widgetInDeployed(draggableWidgets.BUTTON),false,,,
marmelab/react-admin,ccc0a7f88221e01d9809f81b91dbc411,Cypress,278,EditUserPage.navigate,EditUserPage.navigate(),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,EditUserPage.navigate(),false,,,
mattermost/mattermost,42dbf01f059d57fe82a4d532fdf0736b,Cypress,104,cy.get,cy.get('#selectItems input'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('#selectItems input'),false,,,
linode/manager,3992fe6449058cdff3562e4e7b137b05,Cypress,0,parent,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
mattermost/mattermost,1b267b5f1bcc64cb0df6911348997175,Cypress,145,cy.getLastPost,cy.getLastPost(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.getLastPost(),false,,,
openobserve/openobserve,7b0c2fe4e885412978d2da3ecb42722d,Playwright,164,button.click,button.click(),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,button.click(),false,,,
patternfly/patternfly-react,39f127394339c21106020ed9f399e353,Cypress,0,eq,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
payloadcms/payload,aa776bee4ab2c09f2a95bf99122d206d,Playwright,1472,user2Page.locator,user2Page.locator('#field-fieldA'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-fieldA'),false,,,
cloudtogo/pageplug,d7f20a841bd6efaed3a3994305983c7c,Cypress,336,deployMode.DeployApp,deployMode.DeployApp(),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,deployMode.DeployApp(),false,,,
appsmithorg/appsmith,4aefda5aacbcc1a9426845d0c72d6dc6,Cypress,1062,"cy
      .get(selector)
      .contains","cy
      .get(selector)
      .contains(containsText, { matchCase: false })",domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy
      .get(selector)
      .contains(containsText, { matchCase: false })",false,,,
eigenpal/docx-editor,a7537370bfbf7beec7baffc9e331953f,Playwright,90,page.evaluate,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate((text) => {
    // Search only in editor content area
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    if (!contentArea) return false;

    const walker = document.createTreeWalker(contentArea, NodeFilter.SHOW_TEXT, null);

    let node: Text | n...",false,,,
surveyjs/survey-creator,7da4b48c033dd7a8c2a572ffdb8edd31,Playwright,562,getToolboxItemByText,"getToolboxItemByText(page, ""Single-Line Input"")",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"getToolboxItemByText(page, ""Single-Line Input"")",false,,,
mattermost/mattermost,cfa8f226c1c7915736e975c579136890,Cypress,104,cy.dbGetUser,cy.dbGetUser({username: admin.username}),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.dbGetUser({username: admin.username}),false,,,
mattermost/mattermost,7840324452598e18034a0c99767860bf,Cypress,189,cy.apiGetConfig,cy.apiGetConfig(),hook_setup_flow,custom_command_body,file_local_helper,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiGetConfig(),false,,,
apache/apisix-dashboard,a6db7a88734f4846f7b30159e1f6a551,Playwright,36,test.step,"test.step('navigate to plugin configs page', async () => {
    await pluginConfigsPom.getPluginConfigNavBtn(page).click();
    await pluginConfigsPom.isIndexPage(page);
  })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step('navigate to plugin configs page', async () => {
    await pluginConfigsPom.getPluginConfigNavBtn(page).click();
    await pluginConfigsPom.isIndexPage(page);
  })",false,,,
mattermost/mattermost,91cae7c3588ddbfe470ff7692aab613c,Cypress,516,cy.apiSaveUserPreference,"cy.apiSaveUserPreference(preferences, userId)",hook_setup_flow,custom_command_body,file_local_helper,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveUserPreference(preferences, userId)",false,,,
facebook/lexical,dc510c569ac36b2264b19fb27ddefe6d,Playwright,971,"leftFrame
      .locator('input[data-test-id=""table-modal-rows""]')
      .fill","leftFrame
      .locator('input[data-test-id=""table-modal-rows""]')
      .fill(String(rows))",domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"leftFrame
      .locator('input[data-test-id=""table-modal-rows""]')
      .fill(String(rows))",false,,,
ontola/atomic-server,9e880a1718b1063dacdc582b57a2e090,Playwright,361,"page.getByRole('button', { name: 'Save' }).click","page.getByRole('button', { name: 'Save' }).click()",framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.getByRole('button', { name: 'Save' }).click()",false,,,
cloudtogo/pageplug,ae4031dc1a4be5701cadd46bc15ef0b8,Cypress,18,apiPage.CreateApi,"apiPage.CreateApi(""Api2"", ""POST"")",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"apiPage.CreateApi(""Api2"", ""POST"")",false,,,
mattermost/mattermost,e1afd3e587ce46a82853c20a1dad884e,Cypress,70,cy.getLastPostId,cy.getLastPostId(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.getLastPostId(),false,,,
appsmithorg/appsmith,a52626cf739b77ad2c49cf1d34943b01,Cypress,90,apiPage.SelectPaneTab,"apiPage.SelectPaneTab(""Pagination"")",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"apiPage.SelectPaneTab(""Pagination"")",false,,,
mattermost/mattermost,c1af9fdd8b77f81010b8454e97b737c3,Cypress,100,cy.apiLogin,"cy.apiLogin(admin, requestOptions)",hook_setup_flow,custom_command_body,file_local_helper,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiLogin(admin, requestOptions)",false,,,
eigenpal/docx-editor,212b0f87a3bbef01b7adc19dc86f8dc9,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
mattermost/mattermost,bf068507b86190e7f6e8969a52ad49bf,Cypress,48,cy.apiCreateUser,cy.apiCreateUser({prefix: 'other'}),hook_setup_flow,custom_command_body,unknown,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiCreateUser({prefix: 'other'}),false,,,
cloudtogo/pageplug,b9be32c23d37ce6c850a435cf15be805,Cypress,18,cy.generateUUID,cy.generateUUID(),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.generateUUID(),false,,,
mattermost/mattermost,338cd2654e028f1c5fe52fe92d13fa36,Cypress,137,cy.apiAddUserToTeam,"cy.apiAddUserToTeam(otherTeam.id, user.id)",hook_setup_flow,custom_command_body,unknown,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiAddUserToTeam(otherTeam.id, user.id)",false,,,
mattermost/mattermost,358693e52d0bcb84be13ec42bccfef53,Cypress,234,cy.urlHealthCheck,"cy.urlHealthCheck({
        name: 'Webhook Server',
        url: webhookBaseUrl,
        helperMessage,
        method: 'get',
        httpStatus: 200,
    })",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.urlHealthCheck({
        name: 'Webhook Server',
        url: webhookBaseUrl,
        helperMessage,
        method: 'get',
        httpStatus: 200,
    })",false,,,
mattermost/mattermost,3edd38fff77ce3910c01be6e1043830b,Cypress,99,cy.uiSave,cy.uiSave(),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.uiSave(),false,,,
algolia/docsearch,ce30af8251f832956706d7387278f5fd,Cypress,23,cy.modalIsVisibleAndFocused,cy.modalIsVisibleAndFocused(),cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.modalIsVisibleAndFocused(),false,,,
midas-research/audino,d8206bdf43b6f52a1ffba581439fabe4,Cypress,108,cy.openJob,cy.openJob(),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.openJob(),false,,,
activist-org/activist,7c6613660ca4c528e1383174163ffb8e,Playwright,11,newHomePage,newHomePage(page),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,newHomePage(page),false,,,
cloudtogo/pageplug,799e49467d247ee3bd3eb73e927d9063,Cypress,48,homePage.CreateAppInWorkspace,homePage.CreateAppInWorkspace(workspaceName),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,homePage.CreateAppInWorkspace(workspaceName),false,,,
mattermost/mattermost,d3a00e72553646f622a3522c76eee157,Cypress,419,generateRandomUser,"generateRandomUser(prefix, createAt)",domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"generateRandomUser(prefix, createAt)",false,,,
nhn/tui.grid,e8a74fdea5b27d8a70a2e08137036f0e,Cypress,269,cy.getRsideBody,cy.getRsideBody(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.getRsideBody(),false,,,
seerr-team/seerr,6fd9ef537aebdc9dd7f6cac72b7ffc48,Cypress,29,cy.login,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",false,,,
appsmithorg/appsmith,94d97b48736f035988c6d01df41d0738,Cypress,23,homePage.RenameApplication,"homePage.RenameApplication(""EchoApiCMSApp"")",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"homePage.RenameApplication(""EchoApiCMSApp"")",false,,,
seerr-team/seerr,73e9388afcfee5d8ad9fd3efedb286ce,Cypress,29,cy.login,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",false,,,
cloudtogo/pageplug,8a2dc4867a026e6397ea57efaf9a0e65,Cypress,922,cy.get,cy.get(welcomePage.firstName),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.firstName),false,,,
payloadcms/payload,7585a1537d98f025081254dfa0829dbc,Playwright,1520,user2Page.goto,user2Page.goto(simpleUrl.edit(simpleDoc.id)),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.goto(simpleUrl.edit(simpleDoc.id)),false,,,
invoicerr-app/invoicerr,81896d59b197d04a1e009e7a519c21b5,Cypress,136,cy.login,cy.login(),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.login(),false,,,
plasmicapp/plasmic,fc58f3981ec3a6c6e76d752dae40994e,Playwright,29,goToProject,"goToProject(page, `/projects/${projectId}`)",domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"goToProject(page, `/projects/${projectId}`)",false,,,
KittyCAD/modeling-app,329ec0c224262c12c5cbee16953ef382,Playwright,313,test.step,"test.step(`Center on selection from menu`, async () => {
      await scene.clickGizmoMenuItem('Center view on selection')
    })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step(`Center on selection from menu`, async () => {
      await scene.clickGizmoMenuItem('Center view on selection')
    })",false,,,
marmelab/react-admin,de83c6e81b19248f73e14857a185ba1d,Cypress,31,cy.visit,cy.visit(url),page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.visit(url),false,,,
mattermost/mattermost,f1fdb2d3fff727a2a69e3a3bef36b7b1,Cypress,98,cy.apiSaveMessageDisplayPreference,cy.apiSaveMessageDisplayPreference('compact'),domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiSaveMessageDisplayPreference('compact'),false,,,
sanity-io/sanity,96135417ba7194d9669febf1258423fb,Playwright,79,_testContext.getUniqueDocumentId,_testContext.getUniqueDocumentId(),playwright_fixture,fixture_callback,playwright_fixture_scope,ast_playwright_fixture_param,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_testContext.getUniqueDocumentId(),false,,,
appsmithorg/appsmith,57b68f2c2d50d234b9a6d6d69dae1611,Cypress,14,PageLeftPane.switchToAddNew,PageLeftPane.switchToAddNew(),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchToAddNew(),false,,,
payloadcms/payload,fd2c5ba4e02bf15f889203e8e6fdad81,Playwright,1870,user2Page.locator,user2Page.locator('#field-globalText'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-globalText'),false,,,
appsmithorg/appsmith,8da4ce4e242e58346fb7b4d6016eea51,Cypress,68,_.deployMode.NavigateBacktoEditor,_.deployMode.NavigateBacktoEditor(),domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_.deployMode.NavigateBacktoEditor(),false,,,
