repo,test_id,framework,line,name,raw_code,ui_action_category,locator_present,raw_framework_api,normalized_strategy,locator_composition,robustness_signal,evidence_basis,selector_literal_kind,selector_channel,selector_value_origin,locator_strategy_inferred,locator_evidence_basis,locator_composition_evidence_basis,manual_locator_strategy_ok,manual_locator_strategy_should_be,manual_locator_composition_ok,manual_locator_composition_should_be,manual_selector_literal_kind_ok,manual_selector_literal_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
porsche-design-system/porsche-design-system,baa0cefe168b4f125e07c3344a76c803,Playwright,20,page.locator,"page.locator('[data-field=""touched""]')",locator_query,True,page.locator,framework_selector_object,standalone_locator_query,stable_test_contract_signal,regex_fallback,data_attribute,data_attribute,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.locator('[data-field=""touched""]')",false,,,
linode/manager,bc35bc876ac78ebc1cff189a92c0716a,Cypress,277,cy.findByText,cy.findByText(header),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,variable,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText(header),false,,,
linode/manager,f954f137196b87b329d048415b2c196a,Cypress,139,cy.get,"cy.get('[data-testid=""Notification Channels""]')",locator_query,True,cy.get,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-testid=""Notification Channels""]')",false,,,
linode/manager,23d2ef38f729d5cddd3539a787700d1c,Cypress,102,cy.findByRole,"cy.findByRole('button', { name: 'Create Stream' })",locator_query,True,cy.findByRole,role_or_accessibility,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.findByRole('button', { name: 'Create Stream' })",false,,,
cloudtogo/pageplug,55c5ed4d055559312f49170f7be06b42,Cypress,150,cy.xpath,"cy.xpath(""//input[@value='Success']"")",unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//input[@value='Success']"")",false,,,
KittyCAD/modeling-app,1c4ac6dde3aa96d7b083885ec2ae0c45,Playwright,2702,page.getByTestId,page.getByTestId('dropdown-pattern-linear-3d'),locator_query,True,page.getByTestId,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('dropdown-pattern-linear-3d'),false,,,
codex-team/editor.js,00bd37ba3ad287c0c171ebc40454d55c,Cypress,128,"cy.get('@toolbar')
      .get","cy.get('@toolbar')
      .get('.ce-popover-item')",locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,cypress_alias_reference,cypress_alias_reference,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('@toolbar')
      .get('.ce-popover-item')",false,,,
refactoringhq/tolaria,978731789033f5e874c45dbcbecc953b,Playwright,130,page.getByText,page.getByText('Help improve Tolaria'),locator_query,True,page.getByText,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByText('Help improve Tolaria'),false,,,
microsoft/fluentui,67acf18e85a2063ae4a28f9c00f325d5,Cypress,348,cy.get('#before-button').realClick,cy.get('#before-button').realClick(),locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,id,id,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('#before-button').realClick(),false,,,
microsoft/fluentui,4be63fa8663715ba921b1ee6be6f73f9,Cypress,205,cy.get,"cy.get('[data-testid=""tag-picker-control__secondaryAction""]')",locator_query,True,cy.get,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-testid=""tag-picker-control__secondaryAction""]')",false,,,
linode/manager,439e16dddf3fd294c90f3fa70b73e8e8,Cypress,223,"ui.accordion
      .findByTitle","ui.accordion
      .findByTitle('VLAN')",locator_query,True,findByTitle,placeholder_or_alt_title,unknown,user_facing_accessibility_signal,regex_fallback,title,title,inline_literal,placeholder_or_alt_title,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.accordion
      .findByTitle('VLAN')",false,,,
ohcnetwork/care_fe,f73b3d2c1b42401886a6da4b2b7454f0,Playwright,62,page.getByText,"page.getByText(""Thread created successfully"")",locator_query,True,page.getByText,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByText(""Thread created successfully"")",false,,,
midas-research/audino,d8206bdf43b6f52a1ffba581439fabe4,Cypress,29,cy.get('.cvat-attribute-type-input-text').click,cy.get('.cvat-attribute-type-input-text').click(),click,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,class,class,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.cvat-attribute-type-input-text').click(),false,,,
cloudtogo/pageplug,90cc3bb1b9c5bbe560bde9de90205f6c,Cypress,312,"cy.xpath(applyTheme(""Featured themes"", ""Pacific""))
      .click","cy.xpath(applyTheme(""Featured themes"", ""Pacific""))
      .click({ force: true })",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(applyTheme(""Featured themes"", ""Pacific""))
      .click({ force: true })",false,,,
FuelLabs/fuels-wallet,ec7de50f8df06865f9d639958444ba26,Playwright,146,walletNotificationPage.evaluate.scroll,"walletNotificationPage.evaluate(() =>
      window.scrollTo(0, document.body.scrollHeight)
    )",scroll,True,Page.evaluate,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,source_metadata,unknown,unknown,computed,page_object_mediated,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"walletNotificationPage.evaluate(() =>
      window.scrollTo(0, document.body.scrollHeight)
    )",false,,,
midas-research/audino,5e16ca6c5221ef7fe20b903c4a7b2992,Cypress,125,"cy.get('.ant-dropdown').not('.ant-dropdown-hidden').contains('[role=""menuitem""]', value).click","cy.get('.ant-dropdown').not('.ant-dropdown-hidden').contains('[role=""menuitem""]', value).click()",click,True,cy.get,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('.ant-dropdown').not('.ant-dropdown-hidden').contains('[role=""menuitem""]', value).click()",false,,,
plasmicapp/plasmic,bd74b9cf08587cfccb22f41ed748e73c,Cypress,17,cy.contains,"cy.contains(""Test embed"")",locator_query,True,cy.contains,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains(""Test embed"")",false,,,
opencollective/opencollective-frontend,69ec0bb2189028b10e5272fdcb05a29a,Cypress,71,cy.getByDataCy,cy.getByDataCy('expense-drawer'),locator_query,True,cy.getByDataCy,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.getByDataCy('expense-drawer'),false,,,
cloudtogo/pageplug,440055904c2fcc0386ddbf9b261f5160,Cypress,937,cy.get(welcomePage.continueButton).click,cy.get(welcomePage.continueButton).click(),click,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,unknown,unknown,member_path,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get(welcomePage.continueButton).click(),false,,,
midas-research/audino,c92015dcca5cffcaf4e4fec6d2af8e77,Cypress,998,"cy.contains('button', 'Add label').click","cy.contains('button', 'Add label').click()",click,True,cy.contains,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('button', 'Add label').click()",false,,,
CirclonGroup/angular-tree-component,00ffbc60b45400b21bd03f22b8da01dc,TestCafe,23,t.typeText,"t.typeText(Selector('#filter'), 'e')",text_input,True,t.typeText,framework_selector_object,unknown,implementation_coupled_signal,regex_fallback,id,id,computed,framework_selector_object,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"t.typeText(Selector('#filter'), 'e')",false,,,
cloudtogo/pageplug,d0291c64274f5f2ba1636fceca54fda4,Cypress,86,cy.xpath(widgetsPage.rightAlign).first().click,cy.xpath(widgetsPage.rightAlign).first().click({ force: true }),click,True,cy.xpath,xpath_selector,positional_refinement,positional_or_structural_signal,ast_call_chain,xpath,xpath,member_path,xpath_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(widgetsPage.rightAlign).first().click({ force: true }),false,,,
mattermost/mattermost,70ddbd3fb667530ec109f2ec22e0e608,Cypress,61,cy.findByPlaceholderText,cy.findByPlaceholderText('Search users'),locator_query,True,cy.findByPlaceholderText,placeholder_or_alt_title,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,placeholder,placeholder,inline_literal,placeholder_or_alt_title,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByPlaceholderText('Search users'),false,,,
appsmithorg/appsmith,5425b795f5654fbefa52c5d9e8ee5712,Cypress,123,"cy.xpath(""//img/parent::div"")
        .eq(1)
        .find","cy.xpath(""//img/parent::div"")
        .eq(1)
        .find(""img"")",locator_query,True,cy.xpath,xpath_selector,positional_refinement,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//img/parent::div"")
        .eq(1)
        .find(""img"")",false,,,
appsmithorg/appsmith,35a74dd4c776557949c577047c8ed781,Cypress,262,"cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains","cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains(""CreditLimit:"", { timeout: 30000 })",locator_query,True,"cy
              .xpath",xpath_selector,positional_refinement,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains(""CreditLimit:"", { timeout: 30000 })",false,,,
appsmithorg/appsmith,19114ac509062479a96ea2ee0a0e23be,Cypress,202,"cy.xpath(applyTheme(""Featured themes"", ""Classic""))
      .click","cy.xpath(applyTheme(""Featured themes"", ""Classic""))
      .click({ force: true })",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(applyTheme(""Featured themes"", ""Classic""))
      .click({ force: true })",false,,,
cloudtogo/pageplug,636b5b4e6a3bd2728bdcfa4fd9736c7e,Cypress,87,"cy.xpath(""//img/parent::div"")
      .eq(1)
      .find","cy.xpath(""//img/parent::div"")
      .eq(1)
      .find(""img"")",locator_query,True,cy.xpath,xpath_selector,positional_refinement,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//img/parent::div"")
      .eq(1)
      .find(""img"")",false,,,
mattermost/mattermost,d8e2a1b2431a7b741b2f29a75135f7fb,Cypress,56,"cy.get(`#post_${postId}`).findByLabelText('Toggle Embed Visibility').
                    click","cy.get(`#post_${postId}`).findByLabelText('Toggle Embed Visibility').
                    click()",click,True,cy.get,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(`#post_${postId}`).findByLabelText('Toggle Embed Visibility').
                    click()",false,,,
linode/manager,ac2cf40bada6cecc969da39559cce876,Cypress,367,cy.findByText,cy.findByText(stepTwoDialogTitle),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,variable,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText(stepTwoDialogTitle),false,,,
cloudtogo/pageplug,4ea719741f18b4ec656c2e5ce1af0eee,Cypress,109,cy.get,"cy.get(""body"")",locator_query,True,cy.get,custom_locator_helper,custom_command_mediated,opaque_or_unresolved_signal,source_metadata,variable,variable,inline_literal,custom_locator_helper,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(""body"")",false,,,
linode/manager,2cad75fa955b75c343773ffb11130456,Cypress,71,"ui.button
        .findByTitle","ui.button
        .findByTitle('Test Connection')",locator_query,True,findByTitle,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,title,title,inline_literal,placeholder_or_alt_title,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.button
        .findByTitle('Test Connection')",false,,,
bytedance/flowgram.ai,0612fae71a2169a6892d8b907ffa1421,Playwright,26,page.locator,page.locator(`#${LLM_NODE_ID}`),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,id,id,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator(`#${LLM_NODE_ID}`),false,,,
appsmithorg/appsmith,5425b795f5654fbefa52c5d9e8ee5712,Cypress,123,cy.xpath,"cy.xpath(""//img/parent::div"")",unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//img/parent::div"")",false,,,
Monogatari/Monogatari,359e83c5d9618c6242bd9f587683f797,Cypress,24,cy.get,"cy.get ('[data-ui=""particles""] canvas')",locator_query,True,cy.get,css_selector,standalone_locator_query,stable_test_contract_signal,regex_fallback,data_attribute,data_attribute,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get ('[data-ui=""particles""] canvas')",false,,,
actualbudget/actual,347a796a97b46221c6c92bee918061cd,Playwright,116,page.getByTestId,page.getByTestId('account-field'),locator_query,True,page.getByTestId,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('account-field'),false,,,
spartan-ng/spartan,98858c13942c786408511a0716b6d9c7,Cypress,31,cy.findByLabelText,cy.findByLabelText('v16.0.0'),locator_query,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText('v16.0.0'),false,,,
neo4j/neo4j-browser,7363817c1c53cb4dbeec4495256bd114,Cypress,163,cy.get,"cy.get('[data-testid=""savedScriptListItem""]')",locator_query,True,cy.get,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-testid=""savedScriptListItem""]')",false,,,
linode/manager,3b0630ee6a7ff8ca1385acc4c891ebcb,Cypress,188,"ui.button
          .findByTitle('Save')
          .should('be.visible')
          .should('be.enabled')
          .click","ui.button
          .findByTitle('Save')
          .should('be.visible')
          .should('be.enabled')
          .click()",click,True,findByTitle,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,title,title,inline_literal,placeholder_or_alt_title,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.button
          .findByTitle('Save')
          .should('be.visible')
          .should('be.enabled')
          .click()",false,,,
Coding-Coach/find-a-mentor,cb9e004b0bc9dac087f1f335cd7b46e5,Cypress,132,cy.get,cy.get('li'),locator_query,True,cy.get,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,member_path,css_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('li'),false,,,
vercel/chatbot,1f029dcd2f8aada876ad5ec80a4f5c3d,Playwright,7,page.getByLabel,"page.getByLabel(""Password"")",locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByLabel(""Password"")",false,,,
porsche-design-system/porsche-design-system,5d1e2cee09863bd23786d6e5e6d7c796,Playwright,283,page.locator,page.locator('p-input-month + p'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,css_compound,css_compound,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('p-input-month + p'),false,,,
ueberdosis/tiptap,38f59a722309fc657543027b1952667d,Cypress,7,cy.get('.tiptap').type,cy.get('.tiptap').type('{selectall}{backspace}'),text_input,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,class,class,inline_literal,css_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.tiptap').type('{selectall}{backspace}'),false,,,
bestofjs/bestofjs,fca71031f4af4388912e0f616d676f8e,Playwright,47,page.getByRole,"page.getByRole(""banner"")",locator_query,True,page.getByRole,role_or_accessibility,unknown,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""banner"")",false,,,
surveyjs/survey-creator,6d9729316ac0830782c8e032cc98397c,Playwright,228,page.locator,"page.locator("".sps-row--multiple > div"")",locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,class,class,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.locator("".sps-row--multiple > div"")",false,,,
payloadcms/payload,8a559ddef5e07df8caa3011b650b4cb7,Playwright,361,page.locator,page.locator('#field-title'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,id,id,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('#field-title'),false,,,
FuelLabs/fuels-wallet,63ce8e6f0e3fea37d675f25580141848,Playwright,75,"getByAriaLabel(page, 'Update').first().click","getByAriaLabel(page, 'Update').first().click()",click,True,getByAriaLabel,unknown,positional_refinement,opaque_or_unresolved_signal,unresolved,variable,variable,variable,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"getByAriaLabel(page, 'Update').first().click()",false,,,
cloudtogo/pageplug,bdffb5833abc65e37b62ace3214347e8,Cypress,304,"cy.xpath(deployMode._jsonFormFieldByName(""Store Address"", false))
        .clear","cy.xpath(deployMode._jsonFormFieldByName(""Store Address"", false))
        .clear()",text_input,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(deployMode._jsonFormFieldByName(""Store Address"", false))
        .clear()",false,,,
appsmithorg/appsmith,19114ac509062479a96ea2ee0a0e23be,Cypress,380,cy.contains,"cy.contains(""Applied theme"")",locator_query,True,cy.contains,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains(""Applied theme"")",false,,,
appsmithorg/appsmith,bab62ad042ca7e734a40c2d5ef0cd512,Cypress,75,cy.xpath,cy.xpath(homePage.uploadLogo),file_upload,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,member_path,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(homePage.uploadLogo),false,,,
actualbudget/actual,bbe2305f916dc94ca8c4e751546db98d,Playwright,38,page.getByRole,"page.getByRole('heading', { name: 'Bank Sync' })",locator_query,True,page.getByRole,role_or_accessibility,unknown,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole('heading', { name: 'Bank Sync' })",false,,,
plasmicapp/plasmic,a5a118b077e18d946591f5bf6b48f85a,Playwright,45,page.getByText,"page.getByText(""inactive segment"")",locator_query,True,page.getByText,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByText(""inactive segment"")",false,,,
stoplightio/elements,b2a0f884d497f424dff23767158e09ac,Cypress,57,cy.findByText,cy.findByText('id'),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText('id'),false,,,
codex-team/editor.js,775b9e45ea6f7b4fb6b8b0fb1602b159,Cypress,400,cy.get,cy.get('[data-cy=editorjs]'),locator_query,True,cy.get,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,data_attribute,data_attribute,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('[data-cy=editorjs]'),false,,,
appsmithorg/appsmith,27263778213cef7b090c77ffb50feebe,Cypress,1642,cy.get,"cy.get(""body"")",locator_query,True,cy.get,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,source_metadata,variable,variable,inline_literal,page_object_mediated,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(""body"")",false,,,
freeCodeCamp/freeCodeCamp,59f1d8fc77f27802b131ea3baadcf3e2,Playwright,65,"page
      .getByLabel(translations.settings.labels.image)
      .fill","page
      .getByLabel(translations.settings.labels.image)
      .fill(
        'https://cdn.freecodecamp.org/universal/favicons/favicon-32x32.png'
      )",text_input,True,"page
      .getByLabel",label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,member_path,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page
      .getByLabel(translations.settings.labels.image)
      .fill(
        'https://cdn.freecodecamp.org/universal/favicons/favicon-32x32.png'
      )",false,,,
freeCodeCamp/freeCodeCamp,96672017d0771d50bad521c4ade107a9,Playwright,19,page.getByLabel('Solution Link').fill,page.getByLabel('Solution Link').fill('https://example.com'),text_input,True,page.getByLabel,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByLabel('Solution Link').fill('https://example.com'),false,,,
